run,n_features,RMSE,MAE,R2,PI_alpha,PI_coverage,PI_mean_width,best_params,feature_matrices_used,n_egemaps_selected,n_whisper_selected,selected_features,top_5_perm_importance
whisper_passage_reading_only,16,9.217392136275496,7.420597129611375,-0.2042833217900406,0.05,0.9423076923076923,33.98777985201953,"{""svr__C"": 100, ""svr__epsilon"": 0.1, ""svr__gamma"": ""scale""}","[""whisper_task_passage_reading""]",0,10,"[""whisper_task_passage_reading__lex_negation_rate"", ""whisper_task_passage_reading__lex_ttr"", ""whisper_task_passage_reading__lex_mattr50"", ""whisper_task_passage_reading__syn_mean_tokens_per_sent"", ""whisper_task_passage_reading__syn_sd_tokens_per_sent"", ""whisper_task_passage_reading__syn_punct_density"", ""whisper_task_passage_reading__sent_ai_rate"", ""whisper_task_passage_reading__sent_ju_rate"", ""whisper_task_passage_reading__sent_e_rate"", ""whisper_task_passage_reading__sent_net_polarity""]","[{""feature"": ""whisper_task_passage_reading__lex_mattr50"", ""perm_imp_mse_increase_train"": 65.28976348972768}, {""feature"": ""whisper_task_passage_reading__lex_ttr"", ""perm_imp_mse_increase_train"": 43.25132314283404}, {""feature"": ""whisper_task_passage_reading__syn_punct_density"", ""perm_imp_mse_increase_train"": 24.673188901755445}, {""feature"": ""whisper_task_passage_reading__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 24.14434923513131}, {""feature"": ""whisper_task_passage_reading__syn_mean_tokens_per_sent"", ""perm_imp_mse_increase_train"": 22.102422241841325}]"
egemaps_picture_description_only,88,8.241792827809396,7.269988741154766,0.03715599492198085,0.05,0.9423076923076923,26.582470851595442,"{""svr__C"": 10, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_task_picture_description""]",57,0,"[""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile80.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_meanRisingSlope"", ""loudness_sma3_stddevRisingSlope"", ""loudness_sma3_meanFallingSlope"", ""spectralFlux_sma3_stddevNorm"", ""mfcc1_sma3_amean"", ""mfcc2_sma3_amean"", ""mfcc3_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""mfcc4_sma3_stddevNorm"", ""jitterLocal_sma3nz_stddevNorm"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_amean"", ""F1frequency_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_amean"", ""F1bandwidth_sma3nz_stddevNorm"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_stddevNorm"", ""F2frequency_sma3nz_stddevNorm"", ""F2bandwidth_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""spectralFluxV_sma3nz_stddevNorm"", ""mfcc1V_sma3nz_stddevNorm"", ""mfcc2V_sma3nz_amean"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV0-500_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""VoicedSegmentsPerSec"", ""StddevVoicedSegmentLengthSec"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength""]","[{""feature"": ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""perm_imp_mse_increase_train"": 3.6734691265120447}, {""feature"": ""slopeUV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 2.965237510888089}, {""feature"": ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""perm_imp_mse_increase_train"": 2.411097007271165}, {""feature"": ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""perm_imp_mse_increase_train"": 2.2154335379836687}, {""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 2.1994569167918705}]"
whisper_picture_description_only,16,9.063378958059175,7.623726769158225,-0.164374864745795,0.05,0.9230769230769231,34.41962990172252,"{""svr__C"": 1, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_task_picture_description""]",0,12,"[""whisper_task_picture_description__lex_first_person_sg_rate"", ""whisper_task_picture_description__lex_negation_rate"", ""whisper_task_picture_description__lex_mattr50"", ""whisper_task_picture_description__syn_mean_tokens_per_sent"", ""whisper_task_picture_description__syn_punct_density"", ""whisper_task_picture_description__sent_le_rate"", ""whisper_task_picture_description__sent_hao_rate"", ""whisper_task_picture_description__sent_ai_rate"", ""whisper_task_picture_description__sent_ju_rate"", ""whisper_task_picture_description__sent_e_rate"", ""whisper_task_picture_description__sent_jing_rate"", ""whisper_task_picture_description__sent_net_polarity""]","[{""feature"": ""whisper_task_picture_description__sent_net_polarity"", ""perm_imp_mse_increase_train"": 2.6985530995403884}, {""feature"": ""whisper_task_picture_description__sent_e_rate"", ""perm_imp_mse_increase_train"": 2.4904883975285896}, {""feature"": ""whisper_task_picture_description__sent_le_rate"", ""perm_imp_mse_increase_train"": 1.887755290978567}, {""feature"": ""whisper_task_picture_description__lex_negation_rate"", ""perm_imp_mse_increase_train"": 1.6278071465531725}, {""feature"": ""whisper_task_picture_description__lex_mattr50"", ""perm_imp_mse_increase_train"": 1.5771599610137692}]"
egemaps_word_reading_only,88,7.972857070070662,6.920808429951886,0.09896740761660494,0.05,0.9230769230769231,28.068246449422084,"{""svr__C"": 100, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_task_word_reading""]",52,0,"[""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope"", ""loudness_sma3_stddevNorm"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_percentile80.0"", ""loudness_sma3_pctlrange0-2"", ""loudness_sma3_stddevRisingSlope"", ""loudness_sma3_stddevFallingSlope"", ""spectralFlux_sma3_amean"", ""mfcc1_sma3_amean"", ""mfcc1_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc2_sma3_stddevNorm"", ""mfcc3_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""jitterLocal_sma3nz_amean"", ""jitterLocal_sma3nz_stddevNorm"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_stddevNorm"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1frequency_sma3nz_amean"", ""F2bandwidth_sma3nz_amean"", ""F2bandwidth_sma3nz_stddevNorm"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F3frequency_sma3nz_amean"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""hammarbergIndexV_sma3nz_amean"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""mfcc1V_sma3nz_amean"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""StddevVoicedSegmentLengthSec"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength"", ""equivalentSoundLevel_dBp""]","[{""feature"": ""alphaRatioUV_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.292422672165105}, {""feature"": ""slopeUV500-1500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.221021721647339}, {""feature"": ""mfcc4V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.104681246371529}, {""feature"": ""StddevUnvoicedSegmentLength"", ""perm_imp_mse_increase_train"": 3.953174374261733}, {""feature"": ""hammarbergIndexUV_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.943325970085419}]"
whisper_word_reading_only,16,9.44158091358291,7.899648917042175,-0.26357778604588056,0.05,0.9423076923076923,33.220013753337255,"{""svr__C"": 1, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_task_word_reading""]",0,12,"[""whisper_task_word_reading__lex_first_person_sg_rate"", ""whisper_task_word_reading__lex_negation_rate"", ""whisper_task_word_reading__lex_ttr"", ""whisper_task_word_reading__syn_mean_tokens_per_sent"", ""whisper_task_word_reading__syn_sd_tokens_per_sent"", ""whisper_task_word_reading__syn_punct_density"", ""whisper_task_word_reading__sent_le_rate"", ""whisper_task_word_reading__sent_hao_rate"", ""whisper_task_word_reading__sent_ai_rate"", ""whisper_task_word_reading__sent_ju_rate"", ""whisper_task_word_reading__sent_e_rate"", ""whisper_task_word_reading__sent_net_polarity""]","[{""feature"": ""whisper_task_word_reading__sent_net_polarity"", ""perm_imp_mse_increase_train"": 3.3674142457870095}, {""feature"": ""whisper_task_word_reading__syn_punct_density"", ""perm_imp_mse_increase_train"": 3.02549502539978}, {""feature"": ""whisper_task_word_reading__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 2.5896845940335167}, {""feature"": ""whisper_task_word_reading__lex_first_person_sg_rate"", ""perm_imp_mse_increase_train"": 2.279449368181639}, {""feature"": ""whisper_task_word_reading__syn_mean_tokens_per_sent"", ""perm_imp_mse_increase_train"": 1.5393691872004154}]"
egemaps_negative_only,88,8.147757116983602,7.08061269862719,0.05900201776543046,0.05,0.9423076923076923,27.599725771409172,"{""svr__C"": 100, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_valence_negative""]",53,0,"[""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile50.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""loudness_sma3_amean"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_pctlrange0-2"", ""loudness_sma3_stddevFallingSlope"", ""spectralFlux_sma3_amean"", ""spectralFlux_sma3_stddevNorm"", ""mfcc1_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""HNRdBACF_sma3nz_stddevNorm"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1frequency_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_stddevNorm"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F2bandwidth_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_stddevNorm"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""F3amplitudeLogRelF0_sma3nz_stddevNorm"", ""hammarbergIndexV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""mfcc2V_sma3nz_amean"", ""mfcc2V_sma3nz_stddevNorm"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV0-500_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""loudnessPeaksPerSec"", ""MeanVoicedSegmentLengthSec"", ""StddevVoicedSegmentLengthSec"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength""]","[{""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.491831905623393}, {""feature"": ""slopeUV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.157453154323262}, {""feature"": ""slopeV0-500_sma3nz_stddevNorm"", ""perm_imp_mse_increase_train"": 3.86400420261101}, {""feature"": ""logRelF0-H1-A3_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.223855667549953}, {""feature"": ""StddevVoicedSegmentLengthSec"", ""perm_imp_mse_increase_train"": 2.959015665800434}]"
whisper_negative_only,16,9.539774085695107,8.00737125880952,-0.28999707015980136,0.05,0.9230769230769231,32.81618921608416,"{""svr__C"": 0.1, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_valence_negative""]",0,15,"[""whisper_valence_negative__lex_first_person_sg_rate"", ""whisper_valence_negative__lex_first_person_pl_rate"", ""whisper_valence_negative__lex_negation_rate"", ""whisper_valence_negative__lex_ttr"", ""whisper_valence_negative__lex_mattr50"", ""whisper_valence_negative__syn_sd_tokens_per_sent"", ""whisper_valence_negative__syn_punct_density"", ""whisper_valence_negative__sent_le_rate"", ""whisper_valence_negative__sent_hao_rate"", ""whisper_valence_negative__sent_nu_rate"", ""whisper_valence_negative__sent_ai_rate"", ""whisper_valence_negative__sent_ju_rate"", ""whisper_valence_negative__sent_e_rate"", ""whisper_valence_negative__sent_jing_rate"", ""whisper_valence_negative__sent_net_polarity""]","[{""feature"": ""whisper_valence_negative__lex_mattr50"", ""perm_imp_mse_increase_train"": 0.22275586900098077}, {""feature"": ""whisper_valence_negative__syn_punct_density"", ""perm_imp_mse_increase_train"": 0.15639355745859546}, {""feature"": ""whisper_valence_negative__sent_nu_rate"", ""perm_imp_mse_increase_train"": 0.12157816293881112}, {""feature"": ""whisper_valence_negative__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 0.11811910131560097}, {""feature"": ""whisper_valence_negative__lex_first_person_sg_rate"", ""perm_imp_mse_increase_train"": 0.11608902671525456}]"
egemaps_neutral_only,88,8.026923784634599,6.659512646618699,0.08670554184262447,0.05,0.9230769230769231,27.769351931092178,"{""svr__C"": 100, ""svr__epsilon"": 1.0, ""svr__gamma"": ""scale""}","[""egemaps_valence_neutral""]",61,0,"[""F0semitoneFrom27.5Hz_sma3nz_amean"", ""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile20.0"", ""F0semitoneFrom27.5Hz_sma3nz_percentile50.0"", ""F0semitoneFrom27.5Hz_sma3nz_percentile80.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope"", ""loudness_sma3_amean"", ""loudness_sma3_stddevNorm"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_percentile80.0"", ""loudness_sma3_pctlrange0-2"", ""loudness_sma3_meanRisingSlope"", ""loudness_sma3_meanFallingSlope"", ""spectralFlux_sma3_amean"", ""spectralFlux_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc2_sma3_stddevNorm"", ""mfcc3_sma3_amean"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_stddevNorm"", ""jitterLocal_sma3nz_amean"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_stddevNorm"", ""logRelF0-H1-A3_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1frequency_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_stddevNorm"", ""F2bandwidth_sma3nz_stddevNorm"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_stddevNorm"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3bandwidth_sma3nz_stddevNorm"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""hammarbergIndexV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""slopeV500-1500_sma3nz_stddevNorm"", ""mfcc2V_sma3nz_amean"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""alphaRatioUV_sma3nz_amean"", ""hammarbergIndexUV_sma3nz_amean"", ""slopeUV0-500_sma3nz_amean"", ""slopeUV500-1500_sma3nz_amean"", ""MeanUnvoicedSegmentLength"", ""StddevUnvoicedSegmentLength"", ""equivalentSoundLevel_dBp""]","[{""feature"": ""slopeUV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 6.91070355272215}, {""feature"": ""mfcc4V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 5.579203492503191}, {""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.9411906715073473}, {""feature"": ""slopeUV500-1500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.832153751342326}, {""feature"": ""jitterLocal_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.6457251756017315}]"
whisper_neutral_only,16,9.197349848687649,7.913248688687927,-0.19905183092462542,0.05,0.9230769230769231,29.610819014908223,"{""svr__C"": 10, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""whisper_valence_neutral""]",0,16,"[""whisper_valence_neutral__lex_first_person_sg_rate"", ""whisper_valence_neutral__lex_first_person_pl_rate"", ""whisper_valence_neutral__lex_negation_rate"", ""whisper_valence_neutral__lex_ttr"", ""whisper_valence_neutral__lex_mattr50"", ""whisper_valence_neutral__syn_mean_tokens_per_sent"", ""whisper_valence_neutral__syn_sd_tokens_per_sent"", ""whisper_valence_neutral__syn_punct_density"", ""whisper_valence_neutral__sent_le_rate"", ""whisper_valence_neutral__sent_hao_rate"", ""whisper_valence_neutral__sent_nu_rate"", ""whisper_valence_neutral__sent_ai_rate"", ""whisper_valence_neutral__sent_ju_rate"", ""whisper_valence_neutral__sent_e_rate"", ""whisper_valence_neutral__sent_jing_rate"", ""whisper_valence_neutral__sent_net_polarity""]","[{""feature"": ""whisper_valence_neutral__lex_negation_rate"", ""perm_imp_mse_increase_train"": 13.363957418386557}, {""feature"": ""whisper_valence_neutral__sent_net_polarity"", ""perm_imp_mse_increase_train"": 13.181175921392754}, {""feature"": ""whisper_valence_neutral__lex_mattr50"", ""perm_imp_mse_increase_train"": 10.507394481208394}, {""feature"": ""whisper_valence_neutral__sent_e_rate"", ""perm_imp_mse_increase_train"": 6.408897462025704}, {""feature"": ""whisper_valence_neutral__sent_ju_rate"", ""perm_imp_mse_increase_train"": 5.565022808480434}]"
egemaps_positive_only,88,7.882817497313618,6.984228901425457,0.11920368821071758,0.05,0.9423076923076923,25.202624054314754,"{""svr__C"": 100, ""svr__epsilon"": 2.0, ""svr__gamma"": ""scale""}","[""egemaps_valence_positive""]",55,0,"[""F0semitoneFrom27.5Hz_sma3nz_amean"", ""F0semitoneFrom27.5Hz_sma3nz_stddevNorm"", ""F0semitoneFrom27.5Hz_sma3nz_percentile50.0"", ""F0semitoneFrom27.5Hz_sma3nz_percentile80.0"", ""F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2"", ""F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope"", ""F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope"", ""loudness_sma3_stddevNorm"", ""loudness_sma3_percentile20.0"", ""loudness_sma3_percentile50.0"", ""loudness_sma3_meanRisingSlope"", ""loudness_sma3_stddevFallingSlope"", ""spectralFlux_sma3_amean"", ""mfcc1_sma3_amean"", ""mfcc1_sma3_stddevNorm"", ""mfcc2_sma3_amean"", ""mfcc2_sma3_stddevNorm"", ""mfcc3_sma3_stddevNorm"", ""mfcc4_sma3_amean"", ""mfcc4_sma3_stddevNorm"", ""jitterLocal_sma3nz_stddevNorm"", ""shimmerLocaldB_sma3nz_amean"", ""shimmerLocaldB_sma3nz_stddevNorm"", ""HNRdBACF_sma3nz_amean"", ""logRelF0-H1-H2_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_amean"", ""logRelF0-H1-A3_sma3nz_stddevNorm"", ""F1bandwidth_sma3nz_amean"", ""F1bandwidth_sma3nz_stddevNorm"", ""F1amplitudeLogRelF0_sma3nz_amean"", ""F1amplitudeLogRelF0_sma3nz_stddevNorm"", ""F2bandwidth_sma3nz_stddevNorm"", ""F2amplitudeLogRelF0_sma3nz_amean"", ""F2amplitudeLogRelF0_sma3nz_stddevNorm"", ""F3frequency_sma3nz_stddevNorm"", ""F3bandwidth_sma3nz_amean"", ""F3amplitudeLogRelF0_sma3nz_amean"", ""alphaRatioV_sma3nz_amean"", ""alphaRatioV_sma3nz_stddevNorm"", ""slopeV0-500_sma3nz_amean"", ""slopeV0-500_sma3nz_stddevNorm"", ""slopeV500-1500_sma3nz_amean"", ""slopeV500-1500_sma3nz_stddevNorm"", ""spectralFluxV_sma3nz_amean"", ""spectralFluxV_sma3nz_stddevNorm"", ""mfcc1V_sma3nz_amean"", ""mfcc2V_sma3nz_stddevNorm"", ""mfcc3V_sma3nz_amean"", ""mfcc3V_sma3nz_stddevNorm"", ""mfcc4V_sma3nz_amean"", ""mfcc4V_sma3nz_stddevNorm"", ""slopeUV0-500_sma3nz_amean"", ""spectralFluxUV_sma3nz_amean"", ""MeanVoicedSegmentLengthSec"", ""StddevUnvoicedSegmentLength""]","[{""feature"": ""mfcc4V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.789177917045017}, {""feature"": ""mfcc3V_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.7326553563195}, {""feature"": ""HNRdBACF_sma3nz_amean"", ""perm_imp_mse_increase_train"": 4.7025781588902635}, {""feature"": ""slopeV0-500_sma3nz_amean"", ""perm_imp_mse_increase_train"": 3.1821951684636276}, {""feature"": ""logRelF0-H1-A3_sma3nz_amean"", ""perm_imp_mse_increase_train"": 2.8283058966266337}]"
whisper_positive_only,16,7.56739714281339,5.950384480992261,0.1882812144172038,0.05,0.9230769230769231,28.86281357942502,"{""svr__C"": 10, ""svr__epsilon"": 0.1, ""svr__gamma"": ""auto""}","[""whisper_valence_positive""]",0,15,"[""whisper_valence_positive__lex_first_person_sg_rate"", ""whisper_valence_positive__lex_first_person_pl_rate"", ""whisper_valence_positive__lex_negation_rate"", ""whisper_valence_positive__lex_ttr"", ""whisper_valence_positive__lex_mattr50"", ""whisper_valence_positive__syn_mean_tokens_per_sent"", ""whisper_valence_positive__syn_sd_tokens_per_sent"", ""whisper_valence_positive__syn_punct_density"", ""whisper_valence_positive__sent_le_rate"", ""whisper_valence_positive__sent_hao_rate"", ""whisper_valence_positive__sent_nu_rate"", ""whisper_valence_positive__sent_ai_rate"", ""whisper_valence_positive__sent_e_rate"", ""whisper_valence_positive__sent_jing_rate"", ""whisper_valence_positive__sent_net_polarity""]","[{""feature"": ""whisper_valence_positive__syn_sd_tokens_per_sent"", ""perm_imp_mse_increase_train"": 18.58244020989162}, {""feature"": ""whisper_valence_positive__lex_first_person_sg_rate"", ""perm_imp_mse_increase_train"": 8.851876462614086}, {""feature"": ""whisper_valence_positive__lex_negation_rate"", ""perm_imp_mse_increase_train"": 8.409996901401877}, {""feature"": ""whisper_valence_positive__sent_net_polarity"", ""perm_imp_mse_increase_train"": 7.179752613061342}, {""feature"": ""whisper_valence_positive__lex_mattr50"", ""perm_imp_mse_increase_train"": 6.641571582658978}]"
